ID,target
148,130.85788255741969
149,32.63151123375623
150,54.48592694732879
151,-7.918239580910095
152,-46.869508396722146
153,14.291808316326437
154,-73.59988023021512
155,25.169394163765094
156,139.23038933787223
157,345.1657308680607
158,214.56574067449637
159,24.439804597583063
160,-41.47187404703867
161,-175.84922724826532
162,9.435839667646036
163,296.68224712394124
164,72.51717758849982
165,-25.75824375898661
166,152.99249894955193
167,-160.06140057248817
168,138.63783630895634
169,168.4723919737508
170,-50.73060736169669
171,62.404597916494666
172,94.24777202450359
173,91.90508034365529
174,28.514684326699935
175,171.7429322895671
176,-155.4920831322569
177,-98.36665439990297
178,-174.21468534146175
179,-21.920772277454514
180,-111.37604827727402
181,-17.7306636719797
182,-62.65059752957478
183,-79.01299373380351
184,64.18865120402404
185,-72.86510611987227
186,85.78487882545909
187,-60.924226794325236
188,-113.85215995849786
189,-81.72691706914671
190,183.09937002250268
191,-45.181749205539305
192,217.28803192443957
193,-60.45370496322511
194,-87.60229412742075
195,44.05487062788865
196,-2.8996114716081944
197,68.2432017738362
198,-64.5199240388777
199,207.25686745294627
200,-142.90882841240474
201,-100.89982680447886
202,-119.73144625089849
203,21.571598178457513
204,51.0590161707053
205,147.7827173511329
206,43.6229957597351
207,88.95905948840527
208,170.41323707797073
209,-275.5320800562512
210,-178.31877431685365
211,-109.39999799688024
212,-86.48344137487167
213,25.710016277498223
214,-54.132957192368465
215,74.99074058467023
216,-23.82998843877668
217,-56.02687393196966
218,-32.30935532111876
219,62.48189698909963
220,88.69401895339782
221,-86.64208968990124
222,-152.78268255465994
223,45.40952538003796
224,236.32471299685108
225,-52.4870769860476
226,12.327789211633398
227,-65.8480971717336
228,9.689164992946832
229,6.5537231513995815
230,36.655592120504465
231,113.05725956821716
232,15.242481992338245
233,-111.43029790758978
234,43.49714032628021
235,97.0503633993879
236,-92.76427766953701
237,-179.15795818763652
238,166.85972291701052
239,106.40797374955964
240,58.890502559849644
241,-12.116673507604228
242,-28.51635175840093
243,-51.49716909227807
244,-175.4608197002142
245,-68.87535944469332
246,-31.424670813808103
247,-175.85011412093667
248,-31.883041721231795
249,30.976205382317836
250,-125.78910553600481
251,13.996465610220158
252,-4.3052066806774025
253,-259.0816463454045
254,-258.4195735152961
255,-170.29974820455266
256,43.43592132443559
257,128.79004193991926
258,67.63683641948232
259,116.99489203649749
260,90.82264417022093
261,18.72090448577369
262,-311.3200141489878
263,184.61814586854783
264,-134.31405851137634
265,-47.6649688198882
266,-88.81119840975568
267,-91.51433271742741
268,134.27148138021806
269,160.01506655310575
270,-44.17334437122532
271,-146.60675681586957
272,110.37815654587399
273,-23.446176864510303
274,85.11595943542974
275,103.03590696050658
276,21.91055756744258
277,-54.6849380216286
278,-30.63121062761186
279,26.741267605041426
280,70.76468811364856
281,24.983943147533026
282,-132.63244889278795
283,-18.885111117590906
284,-14.621041711414897
285,-131.00713171348602
286,159.4646514657541
287,-13.66215102429237
288,-137.57516464479835
289,204.03547822510242
290,45.57124454607721
291,90.17793979730062
292,28.032493576292392
293,204.62102805903132
294,-42.73576403817189
295,-34.42544738462154
296,-43.9206368516076
297,49.11695509282383
298,-66.27094051202955
299,90.61819904537008
300,-88.26804222365469
301,-99.57681626471096
302,-28.038005433628875
303,-93.8191587428527
304,-26.828074054311156
305,56.45870465389609
306,-36.13801025714986
307,-78.0208358186174
308,-184.21975034720018
309,-168.09485813665648
310,37.885015044457774
311,77.17417305350021
312,299.6709614846293
313,125.71684098363053
314,128.00772238996393
315,49.26720848435978
316,-24.930850029851975
317,180.7258552556014
318,-62.713936385777785
319,126.64103396650587
320,149.9542693650284
321,-37.027025621130036
322,-206.75529350530493
323,-102.91694788366009
324,0.8453151646210755
325,-48.56847129330844
326,-41.55259418789921
327,155.14933021848202
328,131.20878545156248
329,21.63039699483086
330,-92.44306738381366
331,184.7239118137468
332,-69.33295098700931
333,62.36219059393819
334,77.25469191429463
335,95.80970823310042
336,-109.34453092241837
337,111.49398404694792
338,-38.633296084705854
339,85.55753378146868
340,-87.34197342988148
341,-206.8455170423687
342,155.5461410533683
343,-97.17649563407792
344,62.80928884952801
345,122.66569065730887
346,27.344609282694293
347,-179.69405287767194
348,-37.41352517056249
349,-51.73958335998817
350,-121.18097152461684
351,8.81087453460595
352,-92.14450940179643
353,-42.72684201613921
354,-167.82559409645805
355,-223.164911815808
356,2.0159068874197117
357,-210.5848953490698
358,183.1913977290319
359,-12.83092148539883
360,14.643704994975403
361,29.45065892581576
362,238.86251128188695
363,-31.05850129545659
364,131.2298012892475
365,54.18001412097371
366,7.068150216503035
367,-90.50041648593431
368,-13.240360754760701
369,221.10951950314615
370,-18.30855855190943
371,-142.19516232987976
372,-54.30842528213158
373,-97.71316248197721
374,5.336705112979742
375,-18.2105640524618
376,-66.71412408734935
377,-20.08449432503051
378,-177.42014879865724
379,-126.9779649549141
380,41.99264486165996
381,-41.043727615666306
382,-161.81183478441582
383,84.44880492506448
384,-3.8517610422285156
385,130.44734693560676
386,-50.94906460947441
387,-0.9409467117594479
388,171.6362247065258
389,168.3218873797366
390,43.156918957294465
391,-30.39473994368069
392,56.422517099732325
393,108.73075374908265
394,-40.227807640081245
395,-73.03137644638093
396,-85.95460411040337
397,-190.56500107648407
398,122.44267242737817
399,62.1954707782978
400,53.83955511995324
